Brand,Model,Interface,Form Factor,Capacities,Lowest Storage Capacity,Highest Storage Capacity,Controller,Configuration,DRAM,HMB,NAND Brand,NAND Type,Layers,Read (MB/s),Write (MB/s),Categories,Lowest Price,Highest Price,Number of Ratings,Rating,Disk Rating,Amazons Choice,Product Link
Kingston,NV2,x4 PCIe 4.0/NVMe,M.2,250GB-4TB,250GB,4TB,Phison E21T,"Single R5, 4-ch, 4-CE/ch",No,Yes,Kioxia,TLC,112,3500,2800,Entry-Level NVMe,29.99,219.99,14417,4.7,25809,No,https://amzn.to/3L6uMFI
Kingston,Q500,SATA/AHCI,2.5,120GB-960GB,120GB,960GB,Phison S11T/S13T,"Single-core, 2-ch, 8-CE/ch",No,N/A,Micron,TLC,64,500,450,Entry-Level SATA,29.99,59.49,1213,4.6,4726,No,https://amzn.to/46IqDjs
Kingston,UV500,SATA/AHCI,2.5 & M.2 ,120GB-1920GB,120GB,1920GB,Marvell 88SS1074,"Dual-core, 4-ch, 8-CE/ch",Yes,N/A,Micron,TLC,64,520,500,Mid-Range SATA,,,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable
KingSpec,NX,x4 PCIe 3.0/NVMe,M.2,256GB-1TB,256GB,1TB,Maxio MAP1202,"Dual R5, 4x4",No,Yes,Intel,TLC,64,3400,3100,Entry-Level NVMe,29.99,76.99,254,4.4,24807,No,https://amazon.com/dp/B0BZVWR6Y5
KingSpec,P4,SATA/AHCI,2.5,120GB-480GB,120GB,480GB,Maxio MAS0902A,"Dual-core, 4-Ch, 8-CE/ch",No,N/A,Intel,QLC,64,560,520,Entry-Level SATA,,,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable
Kingspec,XG 7000,x4 PCIe 4.0/NVMe,M.2,512GB-4TB,512GB,4TB,InnoGrit IG5236,"Quad-core, 4-Ch, 8-CE/ch",Yes,N/A,Intel,TLC,64,7500,6500,High-End NVMe,42.99,219.99,125,4.4,Unavailable,No,https://amazon.com/dp/B0C58GBT93
Kioxia,Exceria,x4 PCIe 3.0/NVMe,M.2,250GB-1TB,250GB,1TB,Phison E12C,"Dual R5 + CoX, 4-ch, 4-CE/ch",Yes,N/A,Kioxia,TLC,96,1700,1600,Entry-Level NVMe,,99.99,57,4.7,16668,No,https://amazon.com/dp/B087CPV6BR
Kioxia,Exceria Plus,x4 PCIe 3.0/NVMe,M.2,500GB-2TB,500GB,2TB,Phison E12S,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,N/A,Kioxia,TLC,96,3400,3200,Mid-Range NVMe,,466.99,1,3,24649,No,https://amazon.com/dp/B087CPPP4L
Kioxia,Exceria Pro,x4 PCIe 4.0/NVMe,M.2,1TB-2TB,1TB,2TB,Phison E18,"Triple R5 + CoX, 8-ch, 4-CE/ch",Yes,N/A,Kioxia,TLC,112,7300,6400,High-End NVMe,,,Unavailable,Unavailable,45018,No,https://amazon.com/dp/B09MJMGG2C
Kioxia,Exceria SATA,SATA/AHCI,2.5,480GB-960GB,480GB,960GB,Phison S11T,"Single-core, 2-ch, 8-CE/ch",No,N/A,Kioxia,TLC,96,555,540,Entry-Level SATA,74.12,147.82,883,4.7,12487,No,https://amazon.com/dp/B087CPLJHX
KLEVV,CRAS C700/RGB,x4 PCIe 3.0/NVMe,M.2,120GB-480GB,120GB,480GB,SMI SM2263,"Dual-core, 4-ch, 4-CE/ch",Yes,No,Hynix,TLC,72,1500,1300,Entry-Level NVMe,,,Unavailable,Unavailable,11319,Unavailable,Unavailable
KLEVV,CRAS C710,x4 PCIe 3.0/NVMe,M.2,512GB-1TB,512GB,1TB,SMI SM2263XT,"Dual-core, 4-ch, 4-CE/ch",No,Yes,Micron,TLC,64,2100,1650,Entry-Level NVMe,28.99,43.99,308,4.5,13182,No,https://amzn.to/3LIJ12X
KLEVV,CRAS C720,x4 PCIe 4.0/NVMe,M.2,256GB-2TB,256GB,2TB,Phison E12S,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Micron,TLC,96,3400,3100,Mid-Range NVMe,,93.15,4,4,21896,No,https://amazon.com/dp/B09BCR2MV1
KLEVV,CRAS C920,x4 PCIe 4.0/NVMe,M.2,1TB-2TB,1TB,2TB,Phison E18,"Triple R5 + CoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,96,7000,6850,High-End NVMe,,,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable
KLEVV,CRAS C950,x4 PCIe 5.0/NVMe,M.2,1TB-4TB,1TB,4TB,Phison E26,"Dual DC R5 + 3xCoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,232,12000,?,High-End NVMe,,,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable
KLEVV,NEO N610,SATA/AHCI,2.5,256GB-1TB,256GB,1TB,SMI SM2258,"Single-core, 4-ch, 8-CE/ch",Yes,N/A,Micron,TLC,64+,560,520,High-End SATA,38.61,,980,4.6,Unavailable,No,https://amazon.com/dp/B0888VC8SX
Lexar,NS100,SATA/AHCI,2.5,128GB-2TB,128GB,2TB,Marvell 88NV1120,"Dual-core, 2-ch, 4-CE/ch",No,N/A,Micron,TLC,64,550,520,Entry-Level SATA,13.99,67.99,7692,4.7,4352,No,https://amzn.to/3JFSKX8
Lexar,NS200,SATA/AHCI,2.5,240GB-960GB,240GB,960GB,SMI SM2258,"Single-core, 4-ch, 8-CE/ch",Yes,N/A,Micron,TLC,64,550,510,High-End SATA,59.99,,33,4.7,Unavailable,No,https://amazon.com/dp/B07H6LBCSX
Lexar,NM210,SATA/AHCI,M.2,128GB-512GB,128GB,512GB,SMI SM2258,"Single-core, 4-ch, 8-CE/ch",Yes,N/A,Micron,TLC,64,550,510,High-End SATA,,95,25,4,Unavailable,No,https://amazon.com/dp/B07NPN64SZ
Lexar,NM500,x2 PCIe 3.0/NVMe,M.2,128GB-512GB,128GB,512GB,Marvell 88NV1160,"Dual-core, 4-ch, 4-CE/ch",No,Yes,Kioxia,TLC,64,1650,1000,Entry-Level NVMe,,,32,4.6,Unavailable,No,https://amazon.com/dp/B07NZ2NJ8B
Lexar,NM600,x4 PCIe 3.0/NVMe,M.2,240GB-480GB,240GB,480GB,SMI SM2263XT,"Dual-core, 4-ch, 4-CE/ch",No,Yes,Micron,TLC,64,2100,1600,Entry-Level NVMe,,,27,3.8,Unavailable,No,https://amazon.com/dp/B07NDHKF26
Lexar,NM610,x4 PCIe 3.0/NVMe,M.2,250GB-1TB,250GB,1TB,SMI SM2263XT,"Dual-core, 4-ch, 4-CE/ch",No,Yes,Micron,TLC,64,2100,1600,Entry-Level NVMe,,97.55,5,5,Unavailable,No,https://amazon.com/dp/B07YXRHCZ1
Lexar,NM610 Pro,x4 PCIe 3.0/NVMe,M.2,500GB-2TB,500GB,2TB,Maxio MAP1202,"Dual R5, 4x4",No,Yes,Micron,TLC,64,3300,2600,Entry-Level NVMe,,,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable
Lexar,NM620,x4 PCIe 3.0/NVMe,M.2,512GB-1TB,512GB,1TB,Innogrit IG5216,"Dual-core, 4x4",No,Yes,Micron,TLC,96,3300,3000,Entry-Level NVMe,28,46.95,373,4.7,23065,No,https://amazon.com/dp/B08V1647LL
Lexar,NM700,x4 PCIe 3.0/NVMe,M.2,256GB-1TB,256GB,1TB,Marvell 88SS1092,"Tri-core, 8-ch, 8-CE/ch",Yes,N/A,Kioxia,TLC,96,3500,2000,Mid-Range NVMe,,,107,4.1,Unavailable,No,https://amazon.com/dp/B086HQ14HJ
Lexar,NM710,x4 PCIe 4.0/NVMe,M.2,500GB-2TB,500GB,2TB,Maxio MAP1602,"4-ch, 4-CE/ch",No,Yes,Micron,TLC,176,5000,4500,Mid-Range NVMe,32.99,89.99,372,4.7,35217,No,https://amzn.to/3LHT5Jy
Lexar,NM760,x4 PCIe 4.0/NVMe,M.2,512GB-1TB,512GB,1TB,SMI SM2269XT,"Dual-core R8, 4-ch",No,Yes,Micron,TLC,176,5300,4500,Mid-Range NVMe,,,Unavailable,Unavailable,23583,Unavailable,Unavailable
Lexar,NM790,x4 PCIe 4.0/NVMe,M.2,512GB-4TB,512GB,4TB,Maxio MAP1602,"R5, 4x8",No,Yes,YMTC,TLC,232,7400,6500,High-End NVMe,44.99,188.99,372,4.7,47425,Yes,https://amazon.com/dp/B0C91X5DZL
Lexar,NM800 (NM800PRO),x4 PCIe 4.0/NVMe,M.2,512GB-2TB,512GB,2TB,InnoGrit IG5236,"Quad-core, 8-ch",Yes,N/A,Micron,TLC,176,7400,5800,High-End NVMe,54.99,118.99,372,4.7,45923,No,https://amzn.to/3ZSeKmW
Lexar,NQ100,SATA/AHCI,2.5,240GB-960GB,240GB,960GB,Marvell 88NV1120,"Dual-core, 2-ch, 4-CE/ch",No,N/A,Micron,TLC,96,550,?,Entry-Level SATA,16.99,35.5,7692,4.7,3906,No,https://amzn.to/3XJYGnu
Maxtor,Z1,SATA/AHCI,2.5,240GB-960GB,240GB,960GB,Phison S11,"Single-core, 2-ch, 8-CE/ch",No,N/A,Kioxia,TLC,64,540,475,Entry-Level SATA,,,Unavailable,Unavailable,3742,Unavailable,Unavailable
MDSSD,BPX Pro,x4 PCIe 3.0/NVMe,M.2,240GB-2TB,240GB,2TB,Phison E12S,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,64,3400,3100,Mid-Range NVMe,,,8,4,21642,No,https://amazon.com/dp/B07F992T5F
MDSSD,SBX,x2 PCIe 3.0/NVMe,M.2,128GB-1TB,128GB,1TB,Phison E8,"Dual-core, 4-ch, 8-CE/ch",Yes,No,Kioxia,TLC,64,1600,1300,Entry-Level NVMe,,,27,4.2,Unavailable,No,https://amazon.com/dp/B077GZ7449
MDSSD,SBXe,x2 PCIe 3.0/NVMe,M.2,120GB-480GB,120GB,480GB,Phison E8T,"Dual-core, 4-ch, 8-CE/ch",No,Yes,Kioxia,TLC,64,1600,1000,Entry-Level NVMe,,,13,3.9,Unavailable,No,https://amazon.com/dp/B07Q85PXRL
MDSSD,SBXe (2nd Gen),x4 PCIe 3.0/NVMe,M.2,120GB-960GB,120GB,960GB,Phison E13T,"Single-core, 4-ch, 8-CE/ch",No,Yes,Kioxia,TLC,64,2500,2100,Entry-Level NVMe,,,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable
Micron,1100,SATA/AHCI,2.5 & M.2 ,275GB-1TB,275GB,1TB,Marvell 88SS1074,"Dual-core, 4-ch, 8-CE/ch",Yes,N/A,Micron,TLC,32,530,500,Mid-Range SATA,,199.99,9,4.9,4477,No,https://amazon.com/dp/B01K1JORAI
Micron,1300,SATA/AHCI,2.5 & M.2 ,256GB-1TB,256GB,1TB,Marvell 88SS1074,"Dual-core, 4-ch, 8-CE/ch",Yes,N/A,Micron,TLC,96,530,520,High-End SATA,69.95,159.95,2,4.2,4395,No,https://amazon.com/dp/B07P2F53F6
MSI,M370,x4 PCIe 3.0/NVMe,M.2,256GB-2TB,256GB,2TB,Phison E13T,"Single-core, 4-ch, 8-CE/ch",No,Yes,Kioxia,TLC,96,2400,1850,Entry-Level NVMe,,57.1,203,4.6,20058,Yes,https://amzn.to/43jDjuj
MSI,M371,x4 PCIe 3.0/NVMe,M.2,500GB-2TB,500GB,2TB,Phison E13T,"Single-core, 4-ch, 8-CE/ch",No,Yes,Intel,QLC,96,2000,1800,Entry-Level NVMe,,39.99,203,4.6,16559,Yes,https://amzn.to/43jDjuj
MSI,M372,x4 PCIe 3.0/NVMe,M.2,256GB-1TB,256GB,1TB,Phison E13T,"Single-core, 4-ch, 8-CE/ch",No,Yes,Intel,QLC,96,2400,2000,Entry-Level NVMe,,,Unavailable,Unavailable,18831,Unavailable,Unavailable
MSI,M390,x4 PCIe 3.0/NVMe,M.2,500GB-1TB,500GB,1TB,Phison E15T,"Single-core R5 + CoX, 4-ch, 8-CE/ch",No,Yes,Micron,TLC,176,3300,3000,Entry-Level NVMe,,,55,4.7,25185,No,https://amazon.com/dp/B09NKDP7QN
MSI,M450,x4 PCIe 4.0/NVMe,M.2,500GB-1TB,500GB,1TB,Phison E19T,"Single R5 + CoX, 4-ch, 8-CE/ch",No,Yes,Micron,TLC,96+,3600,3000,Entry-Level NVMe,29.99,49.99,175,4.8,28147,Yes,https://amzn.to/3rnkRnn
MSI,M470,x4 PCIe 4.0/NVMe,M.2,1TB-2TB,1TB,2TB,Phison E16,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,96,5000,4400,Mid-Range NVMe,54.44,100.99,176,4.6,34947,Yes,https://amzn.to/46GX0iB
MSI,M471,x4 PCIe 4.0/NVMe,M.2,1TB-2TB,1TB,2TB,Phison E16,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Micron,QLC,96,4850,3600,Mid-Range NVMe,,,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable
MSI,M480,x4 PCIe 4.0/NVMe,M.2,1TB-2TB,500GB,2TB,Phison E18,"Triple R5 + CoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,96,7000,6850,High-End NVMe,71.99,124.75,27,4.8,44587,No,https://amzn.to/3RGZJUm
MSI,M480 PRO,x4 PCIe 4.0/NVMe,M.2,1TB-2TB,1TB,2TB,Phison E18,"Triple R5 + CoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,176,7400,7000,High-End NVMe,,124.58,4,4.4,48048,No,https://amazon.com/dp/B0CBQSJSN9
MSI,M570,x4 PCIe 5.0/NVMe,M.2,1TB-2TB,1TB,2TB,Phison E26,"Dual DC R5 + 3xCoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,232,10000,10000,High-End NVMe,124.75,269.99,12,4.7,69380,No,https://amzn.to/3LwWx9W
MSI,M570 Pro,x4 PCIe 5.0/NVMe,M.2,1TB-4TB,1TB,4TB,Phison E26,"Dual DC R5 + 3xCoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,232,12400,10000,High-End NVMe,,,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable
Mushkin,Alpha,x4 PCIe 3.0/NVMe,M.2,4TB-8TB,4TB,8TB,Phison E12S,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Micron,QLC,96,3300,3000,Mid-Range NVMe,,,18,3.5,Unavailable,No,https://amazon.com/dp/B08MT9V5WT
Mushkin,DELTA,x4 PCIe 4.0/NVMe,M.2,1TB-4TB,1TB,4TB,Phison E16,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Micron,QLC,96,4975,3975,Mid-Range NVMe,,,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable
Mushkin,EON,x4 PCIe 4.0/NVMe,M.2,500GB-4TB,500GB,4TB,SMI SM2267,"DC (28nm R5), 4-ch, 8-CE/ch",Yes,No,Micron,QLC,96,4000,3000,Mid-Range NVMe,,,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable
Mushkin,EON Pro,x4 PCIe 4.0/NVMe,M.2,Up to 16TB,Unavailable,16TB,SMI SM2264,"QC (12nm R8), 8-ch, 8-CE/ch",Yes,No,Micron,QLC,96,6400,3900,Mid-Range NVMe,,,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable
Mushkin,GAMMA,x4 PCIe 4.0/NVMe,M.2,1TB-4TB,1TB,4TB,Phison E18,"Triple R5 + CoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,96,7175,6800,High-End NVMe,,,58,4.7,Unavailable,No,https://amazon.com/dp/B09BQ2BF4R
Mushkin,Helix-L,x4 PCIe 3.0/NVMe,M.2,250GB-1TB,250GB,1TB,SMI SM2263XT,"Dual-core, 4-ch, 4-CE/ch",No,Yes,Micron,TLC,64,2110,1700,Entry-Level NVMe,32.8,74.99,560,4.7,Unavailable,No,https://amzn.to/3DaPnDq
Mushkin,Helix-LT,x4 PCIe 3.0/NVMe,M.2,500GB,Unavailable,500GB,SMI SM2263XT,"Dual-core, 4-ch, 4-CE/ch",No,Yes,Intel,QLC,64,2100,850,Entry-Level NVMe,,,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable
Mushkin,Pilot,x4 PCIe 3.0/NVMe,M.2,250GB-1TB,250GB,1TB,SMI SM2262,"Dual-core, 8-ch, 4-CE/ch",Yes,No,Micron,TLC,64,2710,1775,Mid-Range NVMe,,143.68,58,4.1,17645,No,https://amazon.com/dp/B07CYDM17T
Mushkin,Pilot-E,x4 PCIe 3.0/NVMe,M.2,500GB-2TB,500GB,2TB,SMI SM2262EN,"Dual-core, 8-ch, 4-CE/ch",Yes,No,Micron,TLC,96,3500,3100,Mid-Range NVMe,49.99,94.99,255,4.6,Unavailable,No,https://amazon.com/dp/B08JPLRGYQ
Mushkin,Raw,SATA/AHCI,2.5,500GB-1TB,500GB,1TB,SMI SM2259XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Micron,TLC,96,560,510,Entry-Level SATA,49.58,,Unavailable,Unavailable,Unavailable,No,https://amazon.com/dp/B08LNYHZS1
Mushkin,Redline Vortex,x4 PCIe 4.0/NVMe,M.2,512GB-2TB,512GB,2TB,Innogrit IG5236,"Quad-core, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,176,7415,6800,High-End NVMe,38.99,97.99,35,4.3,Unavailable,Yes,https://amzn.to/3JFSYxs
Mushkin,Reactor,SATA/AHCI,2.5,250GB-1TB,250GB,1TB,SMI SM2246EN,"Single-core, 4-ch, 8-CE/ch",Yes,N/A,Micron,MLC,96,560,460,Mid-Range SATA,,,436,4,4190,No,https://amazon.com/dp/B00PAFJJRA
Mushkin,Reactor LT,SATA/AHCI,2.5,250GB-500GB,250GB,500GB,SMI SM2246EN,"Single-core, 4-ch, 8-CE/ch",Yes,N/A,Micron,MLC,96,560,305,Mid-Range SATA,,,Unavailable,Unavailable,3712,Unavailable,Unavailable
Mushkin,Source,SATA/AHCI,2.5 & M.2 ,250GB-2TB,250GB,2TB,SMI SM2258XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Micron,TLC,64,560,520,Entry-Level SATA,,,Unavailable,Unavailable,2903,No,https://amazon.com/dp/B09FFYL4Z3
Mushkin,Source II,SATA/AHCI,2.5 & M.2 ,120GB-1TB,120GB,1TB,SMI SM2259XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Micron,TLC,96,560,515,Entry-Level SATA,23.82,61.58,309,4.6,Unavailable,No,https://amazon.com/dp/B07X593YH3
Mushkin,Tempest,x4 PCIe 3.0/NVMe,M.2,256GB-2TB,256GB,2TB,InnoGrit IG5216,"Dual-core, 4x4",No,Yes,Intel,TLC,96+,3300,2900,Entry-Level NVMe,19.99,74.99,66,4.5,Unavailable,No,https://amzn.to/48BludX
Mushkin,Triactor 3DL,SATA/AHCI,2.5,80GB-1TB,80GB,1TB,SMI SM2258XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Micron,TLC,64,550,505,Entry-Level SATA,,,9,3.1,3228,No,https://amazon.com/dp/B076HJ94FY
Mushkin,Triactor 3DX,SATA/AHCI,2.5,120GB-1TB,120GB,1TB,SMI SM2258,"Single-core, 4-ch, 8-CE/ch",Yes,N/A,Micron,TLC,64,565,530,High-End SATA,,,1,3,3957,No,https://amazon.com/dp/B07BFJ6K6M
Mushkin,Vortex LX,x4 PCIe 4.0/NVMe,M.2,512GB-2TB,512GB,2TB,Innogrit IG5220,"Tri-core R5, 4x8",No,Yes,Micron,TLC,96,4985,4775,Mid-Range NVMe,3899,97.99,35,4.3,Unavailable,No,https://amzn.to/3NeA4zM
Neo Forza,NFP400,x4 PCIe 4.0/NVMe,M.2,1TB-4TB,1TB,4TB,Innogrit IG5236,"Quad-core, 4-Ch, 8-CE/ch",Yes,N/A,YMTC,TLC,128,7400,6800,High-End NVMe,,,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable
Neo Forza,NFP455,x4 PCIe 5.0/NVMe,M.2,1TB-2TB,1TB,2TB,Phison E26,"Dual DC R5 + 3xCoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,232,10000,10000,High-End NVMe,,,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable
Neo Forza,NFP495,x4 PCIe 4.0/NVMe,M.2,1TB-4TB,1TB,4TB,TenaFe TC2201,"Dual Cortex-M7, 4-ch, 4-CE/ch",No,Yes,YMTC,TLC,232,7200,6500,High-End NVMe,,,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable
Neo Forza,Zion NFS01,SATA/AHCI,2.5,120GB-960GB,120GB,960GB,SMI SM2258XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Micron,TLC,64,560,520,Entry-Level SATA,,,7,3.6,3076,No,https://amazon.com/dp/B0791GBSRT
Neo Forza,Zion NFS06,SATA/AHCI,2.5,120GB-480GB,120GB,480GB,SMI SM2258,"Single-core, 4-ch, 8-CE/ch",Yes,N/A,Micron,TLC,64,560,510,High-End SATA,,,3,5,Unavailable,No,https://amazon.com/dp/B07569JVK4
Netac,NV3000,x4 PCIe 3.0/NVMe,M.2,250GB-1TB,250GB,1TB,Realtek RTS5766DL,4-Ch,No,Yes,YMTC,TLC,64/96+,3500,2100,Entry-Level NVMe,24.99,54.99,106,4.3,15453,No,https://amazon.com/dp/B0BFVWF96P
Netac,NV5000,x4 PCIe 4.0/NVMe,M.2,500GB-2TB,500GB,2TB,Phison E16,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,96,5000,4400,Mid-Range NVMe,48.99,110.99,Unavailable,Unavailable,17427,No,https://amazon.com/dp/B0C3C15SV5
Netac,NV5000-t,x4 PCIe 4.0/NVMe,M.2,500GB-1TB,500GB,1TB,TenaFe TC2200,"Dual M7, 4x4",No,Yes,YMTC,TLC,128,4800,4600,Mid-Range NVMe,,,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable
Netac,NV7000,x4 PCIe 4.0/NVMe,M.2,1TB-4TB,1TB,4TB,Phison E18,"Triple R5 + CoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,176,7200,6850,High-End NVMe,45.99,278.99,343,4.5,44970,No,https://amzn.to/44fw73E
Netac,SA500,SATA/AHCI,2.5,240GB-1TB,240GB,1TB,SMI SM2259XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Micron,TLC,64,530,475,Entry-Level SATA,28.99,,106,4.3,2581,No,https://amazon.com/dp/B0BFVWF96P
Nextorage,NEM-PA,x4 PCIe 4.0/NVMe,M.2,1TB-4TB,1TB,4TB,Phison E18,"Triple R5 + CoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,176,7000,6850,High-End NVMe,69.99,279.99,1894,4.7,47802,Yes,https://amzn.to/3LjoAdA
Orico,V500,x4 PCIe 3.0/NVMe,M.2,256GB-1TB,256GB,1TB,SMI SM2263XT,"Dual-core, 4-ch, 4-CE/ch",No,Yes,Micron,TLC,64,2070,1668,Entry-Level NVMe,29.99,150.44,40,4.7,10124,No,https://amazon.com/dp/B07ZNGKC56
Patriot,Burst,SATA/AHCI,2.5,120GB-960GB,120GB,960GB,Phison S11,"Single-core, 2-ch, 8-CE/ch",No,N/A,Kioxia,TLC,64,560,540,Entry-Level SATA,39.34,51.99,2601,4.6,4635,No,https://amzn.to/3ZEluVP
Patriot,Burst Elite,SATA/AHCI,2.5,120GB-1920GB,120GB,1920GB,SMI SM2259XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Intel,QLC,64,450,450,Entry-Level SATA,15.99,84.99,2262,4.5,3458,Yes,https://amazon.com/dp/B08LK8ZYJ1
Patriot,P200,SATA/AHCI,2.5,256GB-2TB,256GB,2TB,SMI SM2258XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Micron,TLC,64,530,460,Entry-Level SATA,,,188,4.5,3074,No,https://amazon.com/dp/B07SVXFNNH
Patriot,P210,SATA/AHCI,2.5,128GB-2TB,128GB,2TB,SMI SM2259XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Micron,TLC,64,520,430,Entry-Level SATA,15.99,85.99,2064,4.5,5626,No,https://amzn.to/3TcHkNP
Patriot,P220,SATA/AHCI,2.5,256GB-1TB,256GB,1TB,Maxio MAS1102,"ARM, 2x8",No,N/A,YMTC,TLC,64,,,Entry-Level SATA,45.39,145,108,4.7,10133,No,https://amazon.com/dp/B0BS9WKNXV
Patriot,P300,x4 PCIe 3.0/NVMe,M.2,128GB-2TB,128GB,2TB,Phison E13T,"Single-core, 4-ch, 8-CE/ch",No,Yes,Kioxia,TLC,96,2100,1650,Entry-Level NVMe,16.99,87.99,1642,4.6,12223,Yes,https://amzn.to/3yCfMaX
Patriot,P310,x4 PCIe 3.0/NVMe,M.2,240GB-1920GB,240GB,1920GB,Phison E13T,"Single-core, 4-ch, 8-CE/ch",No,Yes,Micron,TLC,176,2100,1800,Entry-Level NVMe,20.99,86.99,297,4.7,20893,No,https://amzn.to/3JGtjF5
Patriot,P400,x4 PCIe 4.0/NVMe,M.2,512GB-2TB,512GB,2TB,InnoGrit IG5220,"Tri-core R5, 4x8",No,Yes,Micron,TLC,176,5000,4800,Mid-Range NVMe,39.99,94.99,21,4.4,27869,No,https://amazon.com/dp/B09NPDRJVC
Patriot,PV553,x4 PCIe 5.0/NVMe,M.2,1TB-4TB,1TB,4TB,Phison E26,"Dual DC R5 + 3xCoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,232,12400,11800,High-End NVMe,,,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable
Patriot,Scorch,x2 PCIe 3.0/NVMe,M.2,128GB-512GB,128GB,512GB,Phison E8,"Dual-core, 4-ch, 8-CE/ch",Yes,No,Kioxia,TLC,64,1700,950,Entry-Level NVMe,,,247,4.4,9972,No,https://amazon.com/dp/B07951BDZH
Patriot,Viper VP4100,x4 PCIe 4.0/NVMe,M.2,1TB-2TB,1TB,2TB,Phison E16,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,96,4800,4000,Mid-Range NVMe,,,50,4.4,29521,No,https://amazon.com/dp/B07W588KMQ
Patriot,Viper VP4300,x4 PCIe 4.0/NVMe,M.2,1TB-2TB,1TB,2TB,InnoGrit IG5236,"Quad-core, 8-ch",Yes,N/A,Micron,TLC,96,7400,6800,High-End NVMe,79.99,142.99,166,4.5,47589,No,https://amazon.com/dp/B08YZ5V3DD
Patriot,Viper VPN100,x4 PCIe 3.0/NVMe,M.2,256GB-2TB,256GB,2TB,Phison E12S,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,64,3400,3000,Mid-Range NVMe,,,623,4.6,21667,No,https://amazon.com/dp/B07PB2ZZPL
Patriot,Viper VPN110,x4 PCIe 3.0/NVMe,M.2,512GB-2TB,512GB,2TB,Phison E12S,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,64,3300,3000,Mid-Range NVMe,35.99,166.99,57,4.3,24727,No,https://amzn.to/3PGytCH
Patriot,Viper VPR100,x4 PCIe 3.0/NVMe,M.2,256GB-2TB,256GB,2TB,Phison E12S,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,64,3300,2900,Mid-Range NVMe,,,158,4.4,19860,No,https://amazon.com/dp/B07Z6PGWGR
Patriot,Viper VPR400,x4 PCIe 4.0/NVMe,M.2,512GB-1TB,512GB,1TB,InnoGrit IG5220,"Tri-core R5, 4x8",No,Yes,Micron,TLC,176,5000,4600,Mid-Range NVMe,52.99,119.99,36,3.9,Unavailable,No,https://amzn.to/46t1Wqr
